统一策略ID,策略代码,策略名称,渠道,投顾机构,原披露风险等级,测算风险等级,风险基础分类,权益风险档,波动风险档,回撤风险档,风险触发指标,风险测算缺失项,权益基金权重,债券基金权重,货币基金权重,混合基金权重,指数基金权重,QDII权重,波动率,最大回撤,主可比池,业务主分类,业务组合分类,业务分类标签,市场地域,数据完整性,基础数据等级,运作状态,最新业绩日期,收益数据截至,是否广发相关,是否天天策略,天天当前对客展示,天天对客展示标记,天天展示状态,天天展示分层,天天展示判定依据
ttfund__LLKGLTI,LLKGLTI,国泰目标盈06期,天天基金/投顾,国泰基金-国泰民安投顾,未披露,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R3 均衡稳健,R3 均衡稳健,波动+回撤,,16.4935,76.6821,1.9005,1.8813,25.8702,4.8025,6.5715,8.1198,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__2KX8JKH,2KX8JKH,国泰目标盈第2期,天天基金/投顾,国泰基金-国泰民安投顾,未披露,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R3 均衡稳健,R3 均衡稳健,波动+回撤,,8.1747,75.5706,1.9546,14.3001,8.1747,7.0839,6.5693,7.4452,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__DV05MJS,DV05MJS,国泰闲钱稳步走,天天基金/投顾,国泰基金-国泰民安投顾,未披露,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R3 均衡稳健,R3 均衡稳健,波动+回撤,,12.3828,72.2021,2.4199,0,16.4363,0,5.7776,8.4028,固收增强型,固收增强型,R3 均衡稳健｜固收增强型,国内｜主动为主｜商品黄金｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__GGHVLYL,GGHVLYL,和光无锋,天天基金/投顾,国联证券-国联投顾,中高风险,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,权益+波动+回撤,,19.6666,61.3624,1.0102,5.6835,46.1985,5.6272,4.552,7.3847,固收增强型,固收增强型,R3 均衡稳健｜固收增强型,国内｜主动被动混合｜商品黄金｜主动+指数混合,国内,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__JTCFJON,JTCFJON,黑马增益宝,天天基金/投顾,华宝智选投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,权益+波动+回撤,,19.6656,48.0331,0.9956,0,64.916,14.4581,7.2988,8.4136,主题/行业型,主题/行业型,R3 均衡稳健｜主题/行业型,国内+海外｜未稳定识别｜主题行业、商品黄金｜主动+指数混合、QDII/海外工具、FOF工具,国内+海外,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__SF1015,SF1015,华夏固收增强组合,天天基金/投顾,华夏投顾,中低风险,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R2 稳健收益,R3 均衡稳健,回撤,,14.36,71.03,2.22,12.37,2.19,20.46,3.7906,7.1076,固收增强型,固收增强型,R3 均衡稳健｜固收增强型,国内+海外｜主动为主｜主动基金组合、QDII/海外工具,国内+海外,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__JJIQOQR,JJIQOQR,华夏全天候多元稳健配置,天天基金/投顾,华夏投顾,中风险,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R2 稳健收益,权益,,28.088,64.1451,1.0021,0,68.6896,30.4065,3.4825,4.2706,海外/全球型,海外/全球型,R3 均衡稳健｜海外/全球型,海外/全球｜未稳定识别｜海外全球｜主动+指数混合、QDII/海外工具、FOF工具,海外/全球,完整,A,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__BEPOU9P,BEPOU9P,混合偏债收益增强策略,天天基金/投顾,银河证券-银河投顾,未披露,R3 均衡稳健,R3 均衡稳健,R1 低波,R2 稳健收益,R3 均衡稳健,回撤,,6.5783,87.2178,1.8072,4.3967,11.1885,0,3.8167,8.7614,纯债/短债型,纯债/短债型,R3 均衡稳健｜纯债/短债型,国内｜主动为主｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__HLSOD2X,HLSOD2X,建信小幸运目标盈8期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,19.7673,60.5849,3.617,16.0308,21.1762,0,3.1846,2.3805,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__KTAQQ5C,KTAQQ5C,建信小幸运目标盈组合策略12期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,20.9291,68.7668,1.8016,8.5025,35.3837,0,3.2939,2.2511,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__N7SBTCN,N7SBTCN,建信小幸运目标盈组合策略13期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,20.9291,68.7668,1.8016,8.5025,35.3837,0,3.3259,2.2613,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__8N01SYM,8N01SYM,建信小幸运目标盈组合策略14期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,20.3715,69.451,1.7794,8.3981,29.4291,0,3.5449,2.2794,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__FDBXIZW,FDBXIZW,建信小幸运目标盈组合策略15期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,20.3715,69.451,1.7794,8.3981,29.4291,0,3.6244,2.2649,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__BPXOFBN,BPXOFBN,建信小幸运目标盈组合策略17期,天天基金/投顾,建信基金-建信投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,19.2719,68.0016,1.8731,10.8534,36.6977,2.2806,3.019,2.4859,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__VPNHKDU,VPNHKDU,交银目标盈Pro,天天基金/投顾,交银施罗德基金-交银投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,24.5972,70.6415,1.9482,0,25.3795,6.4273,3.5305,2.7215,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,未披露,2026-06-03,2026-06-03,否,是,否,否,非对客展示/未披露,非对客展示/未披露,运作状态=未披露；本报告不将其视作对客展示
ttfund__BPJH4HM,BPJH4HM,交银目标盈Pro第1期,天天基金/投顾,交银施罗德基金-交银投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,21.5986,66.3363,1.8123,10.2528,13.4869,0,3.4009,2.8931,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
ttfund__X5QZA87,X5QZA87,交银目标盈Pro第2期,天天基金/投顾,交银施罗德基金-交银投顾,未披露,R3 均衡稳健,R3 均衡稳健,R3 均衡稳健,R2 稳健收益,R1 低波,权益,,21.7098,70.1943,1.9026,6.1933,22.7705,0,3.3004,2.8198,目标盈系列产品,目标盈系列产品,R3 均衡稳健｜目标盈系列产品,国内｜主动为主｜目标盈/止盈｜主动基金组合,国内,完整,B,原始状态2,2026-06-03,2026-06-03,否,是,否,历史期次,历史期次-曾上架运作,历史期次-曾上架运作,运作状态=原始状态2；识别为期次型/目标收益产品，属于曾经上架运作但当前非开放窗口的产品
